pickup_datetime,lati,long,Gyro,Gear,Rate,Pressure,Heartbeat,Temp,gearTime,HeartTime,GyroTime,RateTime,PressureTime,TempTime
2021-3-23 15:34:44,23.559675,120.47617500000001,-1.232,1,18.419999999999998,4.044,129.0,21.73,56085,56085,56084,56083,56084,56085
2021-3-23 15:34:48,23.55968,120.47566,-2.9575,1,18.604999999999997,3.26,102.0,21.64,56090,56090,56089,56088,56089,56090
2021-3-23 15:34:53,23.5598,120.47498571428571,-1.95625,1,16.424285714285713,3.28375,128.0,21.56,56094,56094,56093,56092,56093,56094
2021-3-23 15:35:0,23.55988,120.4749,-1.9420000000000002,5,13.876666666666667,5.862,128.0,21.64,56104,56104,56101,56099,56101,56104
2021-3-23 15:35:5,23.5599,120.47486666666667,-1.1616666666666666,3,14.09,4.596666666666667,54.0,21.64,56107,56107,56106,56105,56106,56107
2021-3-23 15:35:11,23.5599,120.4748,0.99,3,14.9925,5.455,116.0,21.64,56114,56113,56112,56111,56112,56114
2021-3-23 15:35:16,23.5599,120.4748,1.23,3,16.125,3.7625,78.0,21.64,56117,56117,56116,56115,56116,56117
2021-3-23 15:35:20,23.5599,120.4748,0.7616666666666667,3,16.63,3.46,102.0,21.73,56121,56121,56120,56119,56120,56121
2021-3-23 15:35:26,23.55995,120.47489999999999,-0.16500000000000004,3,15.58,3.46,130.0,21.64,56128,56128,56126,56125,56126,56128
2021-3-23 15:35:30,23.560175,120.47512499999999,0.405,3,15.49,7.0975,126.0,21.56,56131,56131,56130,56129,56130,56131
2021-3-23 15:35:34,23.56072,120.4755,0.598,3,15.01,15.706000000000001,95.0,21.73,56135,56135,56134,56133,56134,56135
2021-3-23 15:35:39,23.5608,120.475525,-1.626666666666667,3,15.48,2.7866666666666666,102.0,21.64,56140,56140,56139,56138,56139,56140
2021-3-23 15:35:43,23.56082,120.4756,-2.097142857142857,3,17.456666666666667,1.317142857142857,128.0,21.64,56144,56144,56142,56142,56142,56144
2021-3-23 15:35:48,23.5609,120.4756,-1.05,3,21.263333333333335,1.17,130.0,21.64,56152,56152,56149,56148,56149,56152
2021-3-23 15:35:52,23.56092,120.4756,-0.908,1,21.073999999999998,1.884,130.0,21.64,56153,56153,56152,56151,56152,56153
2021-3-23 15:35:57,23.561,120.4756,-1.2766666666666666,1,21.314999999999998,3.5700000000000003,128.0,21.64,56158,56158,56157,56156,56157,56158
2021-3-23 15:36:0,23.56105,120.4756,-0.7566666666666668,1,18.46,3.0966666666666667,128.0,21.64,56162,56162,56160,56160,56160,56162
2021-3-23 15:36:4,23.561325,120.475375,-1.2400000000000002,1,17.645,3.922,129.0,21.56,56165,56165,56163,56163,56163,56165
2021-3-23 15:36:8,23.562,120.4747,-2.405,1,22.5,3.945,78.0,21.64,56169,56169,56168,56167,56168,56169
2021-3-23 15:36:13,23.56203076923077,120.47471538461538,2.3242857142857143,5,25.03846153846154,4.92,128.0,21.73,56175,56175,56172,56172,56172,56175
2021-3-23 15:36:26,23.5622,120.4748,4.76,4,11.28,6.46,127.0,21.91,56186,56186,56186,56185,56186,56186
2021-3-23 15:36:30,23.56224,120.4748,-0.011999999999999983,4,13.4,6.144,108.0,21.99,56192,56192,56190,56190,56190,56192
2021-3-23 15:36:35,23.5623,120.4748,-0.2375,4,14.385,4.4925,128.0,22.08,56196,56196,56195,56194,56195,56196
2021-3-23 15:36:39,23.562316666666668,120.4748,0.21833333333333332,4,14.236666666666666,4.058333333333334,127.0,21.91,56200,56200,56199,56198,56199,56200
2021-3-23 15:36:45,23.562257142857142,120.47508571428571,0.10000000000000009,6,13.07857142857143,4.311428571428571,78.0,21.91,56207,56207,56205,56204,56205,56207
2021-3-23 15:36:52,23.5619,120.4758,-0.7433333333333334,6,11.850000000000001,5.786666666666666,54.0,21.99,56213,56213,56212,56211,56212,56213
2021-3-23 15:36:55,23.5619,120.47584,1.4849999999999999,6,11.58,5.525,72.0,21.91,56217,56217,56215,56215,56215,56217
2021-3-23 15:37:0,23.561866666666667,120.4759,3.126666666666667,6,11.383333333333333,5.35,128.0,21.73,56221,56221,56219,56219,56219,56221
2021-3-23 15:37:3,23.5618,120.4759,3.06,6,11.164,5.406666666666666,129.0,21.82,56223,56223,56222,56222,56222,56223
2021-3-23 15:37:8,23.5618,120.47595,0.9366666666666665,6,10.61,5.39,102.0,21.91,56230,56230,56228,56227,56228,56230
2021-3-23 15:37:12,23.561775,120.476,2.3949999999999996,5,11.0,4.595,98.0,21.91,56233,56233,56231,56231,56231,56233
2021-3-23 15:37:16,23.5617,120.476,3.776,5,11.347999999999999,3.684,128.0,21.99,56236,56236,56235,56235,56235,56236
2021-3-23 15:37:21,23.561766666666664,120.4762,0.9085714285714284,3,12.406666666666666,4.462857142857143,128.0,21.99,56242,56242,56240,56240,56240,56242
2021-3-23 15:37:27,23.5621,120.4767,-1.0975000000000001,3,13.052,4.07,127.0,21.99,56248,56248,56247,56246,56247,56248
2021-3-23 15:37:32,23.5621,120.47675,2.0100000000000002,3,13.874,5.015000000000001,127.0,21.99,56254,56254,56251,56251,56251,56254
2021-3-23 15:37:36,23.5621,120.4768,-0.8474999999999999,3,15.43,3.4175,129.0,22.08,56258,56258,56257,56256,56257,56258
2021-3-23 15:37:40,23.5621,120.47685,-0.12000000000000005,3,15.355,5.0875,102.0,22.08,56262,56262,56261,56260,56261,56262
2021-3-23 15:37:44,23.5621,120.4769,0.39249999999999985,3,14.79,5.835000000000001,128.0,21.99,56266,56266,56265,56264,56265,56266
2021-3-23 15:37:49,23.5621,120.47692,-1.1875,3,14.064,5.5200000000000005,127.0,21.99,56270,56270,56269,56268,56269,56270
2021-3-23 15:37:57,23.562175,120.4768,3.59,3,10.52,5.35,128.0,22.08,56276,56276,56276,56276,56276,56276
2021-3-23 15:38:1,23.5618,120.4778,-3.472857142857143,3,10.623333333333333,6.451428571428572,129.0,22.08,56282,56282,56280,56280,56280,56282
2021-3-23 15:38:7,23.5618,120.4778,-1.726,3,10.968,6.464,127.0,21.99,56289,56289,56287,56286,56287,56289
2021-3-23 15:38:11,23.5618,120.47784,-2.3474999999999997,3,11.745,1.8599999999999999,128.0,21.91,56293,56293,56292,56291,56292,56293
2021-3-23 15:38:16,23.5618,120.4779,-4.747999999999999,3,11.245999999999999,3.2039999999999997,128.0,21.91,56297,56297,56296,56295,56296,56297
2021-3-23 15:38:21,23.5618,120.47792,2.7525,1,9.75,6.6375,102.0,21.82,56302,56302,56301,56300,56301,56302
2021-3-23 15:38:26,23.5618,120.478,-3.5366666666666666,1,10.063333333333334,2.83,129.0,21.82,56307,56307,56305,56305,56305,56307
2021-3-23 15:38:29,23.5618,120.478,-4.84,1,10.73,2.58,129.0,21.73,56308,56308,56308,56308,56308,56308
2021-3-23 15:38:37,23.5618,120.47813333333333,-10.155000000000001,1,10.602500000000001,0.875,128.0,21.56,56321,56321,56318,56316,56318,56321
2021-3-23 15:38:40,23.5618,120.4781,-7.19,1,10.73,0.79,128.0,21.64,56322,56322,56320,56320,56320,56322
2021-3-25 11:39:9,23.5637,120.4779,0.29000000000000004,1,10.0125,7.532500000000001,128.0,23.93,41951,41951,41948,41948,41948,41951
2021-3-25 11:39:13,23.5637,120.4779,-0.7433333333333334,1,12.786666666666667,7.796666666666667,128.0,23.76,41954,41954,41952,41952,41952,41954
2021-3-25 11:39:18,23.5637,120.4779,-0.94,1,20.29,5.68,65.0,23.4,41961,41961,41958,41958,41958,41961
2021-3-25 11:39:22,23.5637,120.4779,-0.20499999999999996,1,21.22,5.21,98.0,23.23,41963,41963,41961,41961,41961,41963
2021-3-25 11:39:25,23.5637,120.4779,-3.083333333333333,1,23.13,5.006666666666667,121.0,23.14,41967,41967,41965,41965,41965,41967
2021-3-25 11:39:29,23.563875,120.47775,-3.666,1,22.384999999999998,15.219999999999999,121.0,23.32,41970,41970,41968,41968,41968,41970
2021-3-25 11:39:33,23.564433333333334,120.47726666666667,-3.04,1,20.055,21.913333333333334,128.0,23.14,41974,41974,41973,41972,41973,41974
2021-3-25 11:39:36,23.5645,120.47715,-3.18,1,15.74,5.633333333333333,129.0,23.14,41978,41978,41976,41976,41976,41978
2021-3-25 11:39:40,23.564525,120.4771,-2.08,1,13.686,7.3999999999999995,127.0,22.96,41981,41981,41979,41979,41979,41981
2021-3-25 11:39:44,23.5646,120.4770909090909,-1.8472727272727274,6,12.521818181818182,10.048181818181817,98.0,22.61,41985,41985,41984,41984,41984,41985
2021-3-25 11:39:55,23.5646,120.477,1.01,6,8.705,11.995000000000001,93.0,22.87,41997,41997,41995,41995,41995,41997
2021-3-25 11:40:0,23.5646,120.47698333333334,1.3066666666666666,6,9.94,9.790000000000001,127.0,22.96,42001,42001,41999,41999,41999,42001
2021-3-25 11:40:6,23.5646,120.4769,2.31,6,9.96,11.31,129.0,23.49,42008,42008,42005,42005,42005,42008
2021-3-25 11:40:10,23.564639999999997,120.47686,3.785,6,10.05,11.690000000000001,81.0,23.23,42012,42012,42010,42010,42010,42012
2021-3-25 11:40:15,23.564549999999997,120.477,3.355,6,10.29,10.065000000000001,128.0,23.23,42016,42016,42014,42014,42014,42016
2021-3-25 11:40:19,23.56408,120.4776,1.734,6,10.24,9.344,76.0,23.14,42020,42020,42018,42018,42018,42020
2021-3-25 11:40:24,23.564,120.4776,2.3633333333333333,6,10.286666666666667,11.016666666666666,128.0,23.23,42025,42025,42023,42023,42023,42025
2021-3-25 11:40:29,23.564,120.47766,0.4149999999999996,6,10.575,8.0425,128.0,23.58,42032,42032,42029,42029,42029,42032
2021-3-25 11:40:34,23.564,120.4777,-0.49000000000000005,4,10.882857142857143,7.2725,129.0,23.58,42035,42035,42033,42033,42033,42035
2021-3-25 11:40:44,23.56402,120.47767999999999,0.57,4,13.59,7.9,54.0,23.76,42043,42043,42043,42043,42043,42043
2021-3-25 11:40:49,23.5639,120.4778,0.40249999999999986,4,13.8,8.469999999999999,78.0,23.49,42051,42051,42048,42048,42048,42051
2021-3-25 11:40:53,23.563814285714287,120.47785714285715,0.508,4,13.620000000000001,8.45,128.0,23.67,42054,42054,42052,42052,42052,42054
2021-3-25 11:41:1,23.5632,120.4782,1.44,4,13.49,7.99,78.0,23.4,42060,42060,42060,42060,42060,42060
2021-3-25 11:41:4,23.5632,120.47824,-0.845,4,13.025,8.14,128.0,23.49,42066,42066,42064,42064,42064,42066
2021-3-25 11:41:9,23.563174999999998,120.4783,0.3450000000000001,4,12.375,8.7,128.0,23.23,42070,42070,42068,42068,42068,42070
2021-3-25 11:41:13,23.5631,120.4783,1.122,4,12.329999999999998,7.688000000000001,102.0,23.49,42074,42074,42072,42072,42072,42074
2021-3-25 11:41:17,23.563074999999998,120.478325,1.7200000000000002,4,12.76,6.873333333333334,55.0,23.85,42078,42078,42077,42076,42077,42078
2021-3-25 11:41:21,23.563,120.4784,-0.39000000000000057,4,13.8,8.940000000000001,102.0,23.85,42082,42082,42080,42080,42080,42082
2021-3-25 11:41:25,23.563,120.4784,-3.16,2,13.937999999999999,9.684000000000001,128.0,23.67,42086,42086,42084,42084,42084,42086
2021-3-25 11:41:30,23.562974999999998,120.47842499999999,-0.09999999999999987,2,13.129999999999999,10.315000000000001,96.0,23.49,42091,42091,42089,42089,42089,42091
2021-3-25 11:41:34,23.5629,120.4785,1.0350000000000001,2,14.425,11.245000000000001,129.0,22.96,42095,42095,42093,42093,42093,42095
2021-3-25 11:41:38,23.5627,120.4784,2.8966666666666665,2,15.03,12.89,122.0,23.05,42099,42099,42097,42097,42097,42099
2021-3-25 11:41:42,23.5621,120.4781,3.83,2,15.04,13.41,130.0,23.32,42100,42100,42100,42100,42100,42100
2021-3-25 11:41:44,23.562066666666666,120.4781,-0.9633333333333334,3,14.756666666666668,7.033333333333333,128.0,23.14,42105,42105,42103,42103,42103,42105
2021-3-25 11:41:47,23.562,120.478125,-2.88,3,14.57,7.19,128.0,23.05,42106,42106,42106,42106,42106,42106
2021-3-25 11:41:51,23.561950000000003,120.478,0.8099999999999999,3,13.675,39.056666666666665,128.0,23.4,42113,42113,42112,42111,42112,42113
2021-3-25 11:41:55,23.5619,120.478,0.26333333333333336,3,13.833333333333334,7.783333333333333,129.0,23.85,42117,42117,42115,42115,42115,42117
2021-3-25 11:41:59,23.5619,120.477975,-2.11,3,14.272,8.383333333333333,103.0,23.85,42120,42120,42118,42118,42118,42120
2021-3-25 11:42:3,23.56185,120.4779,-4.49,3,13.743333333333334,8.280000000000001,96.0,23.85,42125,42125,42124,42123,42124,42125
2021-3-25 11:42:7,23.5618,120.4779,-0.30499999999999994,3,13.29,7.54,103.0,23.32,42128,42128,42126,42126,42126,42128
2021-3-25 11:42:11,23.561780000000002,120.47788,-0.3833333333333333,3,13.406666666666666,8.52,76.0,23.67,42132,42132,42130,42130,42130,42132
2021-3-25 11:42:16,23.5617,120.4778,-1.7675,3,14.18,7.4925,129.0,24.2,42139,42139,42136,42136,42136,42139
2021-3-25 11:42:20,23.56138,120.47756,-1.4666666666666666,3,14.733333333333334,6.91,81.0,24.11,42142,42142,42140,42140,42140,42142
2021-3-25 11:42:25,23.5609,120.4772,-3.68,3,15.1,26.053333333333335,130.0,24.02,42145,42145,42143,42143,42143,42145
2021-3-25 11:42:27,23.5609,120.4772,-3.9050000000000002,3,15.004999999999999,28.340000000000003,131.0,24.2,42147,42147,42146,42146,42146,42147
2021-3-25 11:42:30,23.5608,120.4771,-2.7119999999999997,2,14.991999999999999,7.176,56.0,24.2,42152,42152,42150,42150,42150,42152
2021-3-25 11:42:36,23.560775,120.4771,-3.25,2,14.838,9.586666666666668,129.0,24.47,42157,42157,42155,42155,42155,42157
2021-3-25 11:42:40,23.5607,120.47706666666666,-1.08,2,14.422,10.040000000000001,128.0,24.2,42162,42162,42161,42160,42161,42162
2021-3-25 11:42:46,23.5606,120.477,4.199999999999999,2,16.42,6.395,98.0,24.11,42168,42168,42165,42165,42165,42168
2021-3-25 11:42:48,23.5606,120.477,1.39,2,16.17,6.35,128.0,24.2,42167,42167,42167,42167,42167,42167
2021-3-25 11:42:52,23.560584615384617,120.47698461538462,-1.6118181818181818,2,16.200000000000003,6.508181818181818,102.0,24.11,42174,42174,42173,42172,42173,42174
2021-3-25 11:43:5,23.5605,120.4769,0.16000000000000014,1,16.7925,7.0375000000000005,128.0,24.29,42187,42187,42184,42184,42184,42187
2021-3-25 11:43:8,23.56014,120.47658,1.745,1,17.365000000000002,7.9750000000000005,58.0,24.11,42190,42190,42188,42188,42188,42190
2021-3-25 11:43:13,23.559566666666665,120.47606666666667,-0.11333333333333329,1,18.103333333333335,10.063333333333333,129.0,24.02,42194,42194,42192,42192,42192,42194
2021-3-25 11:43:16,23.5595,120.476,-1.1380000000000001,1,18.490000000000002,8.462,128.0,24.02,42197,42197,42195,42195,42195,42197
2021-3-25 11:43:20,23.5595,120.476,-1.4,1,18.256666666666664,6.014,98.0,23.58,42201,42201,42200,42199,42200,42201
2021-3-25 11:43:25,23.55944,120.47594,-2.934,1,16.982,6.704000000000001,128.0,23.58,42208,42208,42205,42205,42205,42208
2021-3-25 11:43:33,23.5594,120.4759,-2.85,1,16.71,7.3,96.0,23.76,42213,42213,42213,42213,42213,42213
2021-3-25 11:43:38,23.55954,120.47554,0.274,1,14.956,11.562000000000001,129.0,23.67,42221,42221,42218,42218,42218,42221
2021-3-25 11:43:47,23.559639999999998,120.47540000000001,0.81,3,15.5,8.63,128.0,23.49,42226,42226,42226,42226,42226,42226
2021-3-25 11:43:52,23.56,120.4748,-0.22250000000000003,3,15.71,7.1725,128.0,23.4,42234,42234,42231,42231,42231,42234
2021-3-25 11:43:56,23.56,120.47482500000001,-0.67,3,15.415,7.77,128.0,23.4,42237,42237,42235,42235,42235,42237
2021-3-25 11:44:0,23.56,120.4749,-1.312,3,15.112,7.6,127.0,23.23,42241,42241,42239,42239,42239,42241
2021-3-25 11:44:5,23.560049999999997,120.4749,0.11750000000000016,3,14.455,8.2225,127.0,23.14,42247,42247,42244,42244,42244,42247
2021-3-25 11:44:9,23.5601,120.4749,0.40399999999999997,3,14.176,8.728,128.0,22.96,42250,42250,42248,42248,42248,42250
2021-3-25 11:44:14,23.5601,120.4749,-0.34299999999999997,3,13.99,12.841,129.0,23.23,42256,42256,42253,42253,42253,42256
2021-3-25 11:44:26,23.5602,120.47487500000001,2.68,1,16.35,6.12,130.0,23.05,42265,42265,42265,42265,42265,42265
2021-3-25 11:44:30,23.560299999999998,120.475075,-0.4966666666666666,1,19.615000000000002,7.783333333333333,129.0,23.58,42271,42271,42270,42269,42270,42271
2021-3-25 11:44:34,23.560766666666666,120.47540000000001,-0.395,1,21.09,5.01,57.0,23.4,42275,42275,42273,42273,42273,42275
2021-3-25 11:44:37,23.561139999999998,120.4756,-1.4749999999999996,1,21.490000000000002,5.305,129.0,23.23,42279,42279,42277,42277,42277,42279
2021-3-25 11:44:42,23.5613,120.4754,-3.52,1,18.955,5.475,129.0,22.79,42284,42284,42281,42281,42281,42284
2021-3-25 11:44:50,23.5615,120.4749,0.02,1,16.17,13.31,76.0,22.87,42289,42289,42289,42289,42289,42289
2021-3-25 11:44:56,23.56148,120.47492000000001,-4.01,6,15.63,6.59,76.0,22.87,42295,42295,42295,42295,42295,42295
2021-3-25 11:45:1,23.5616,120.47478333333333,1.8414285714285714,4,10.962857142857143,10.635714285714286,129.0,22.87,42302,42302,42300,42300,42300,42302
2021-3-25 11:45:7,23.56166,120.4747,1.2400000000000002,4,11.265,9.3475,128.0,23.05,42310,42310,42307,42307,42307,42310
2021-3-25 11:45:12,23.5617,120.4747,0.8942857142857141,4,12.216666666666667,20.232857142857142,103.0,23.58,42313,42313,42311,42311,42311,42313
2021-3-25 11:45:17,23.56234,120.47478,-2.2625,1,15.362,17.05,128.25,23.4,42321,42320,42318,42317,42318,42321
2021-3-25 11:45:22,23.5625,120.4748,-3.895,1,16.325,5.98,129.0,23.67,42324,42324,42322,42322,42322,42324
2021-3-25 11:45:27,23.562525,120.4748,-6.765000000000001,1,14.305,4.945,128.0,23.76,42328,42328,42326,42326,42326,42328
2021-3-25 11:45:31,23.5626,120.4748,-7.9,1,11.59,5.0,98.0,23.93,42332,42332,42330,42330,42330,42332
2021-3-25 11:47:7,23.5631,120.4754,1.48,1,6.89,9.906,129.0,24.64,42428,42428,42426,42426,42426,42428
2021-3-25 11:47:11,23.5631,120.4754,2.56,5,9.35,18.3,129.0,24.91,42431,42431,42431,42430,42431,42431
2021-3-25 11:47:16,23.5631,120.4754,-2.1666666666666665,1,9.473333333333333,2.4133333333333336,127.0,25.45,42437,42437,42435,42435,42435,42437
2021-3-25 11:47:22,23.5631,120.4754,-7.125,6,10.296363636363637,1.26,127.0,25.36,42443,42443,42441,42441,42441,42443
2021-3-25 11:47:33,23.5631,120.4754,-3.588,2,12.942,2.738,129.0,25.18,42454,42454,42453,42452,42453,42454
2021-3-25 11:47:38,23.563142857142857,120.47545714285714,-5.444285714285714,2,13.793333333333333,4.1971428571428575,103.0,24.47,42459,42459,42458,42457,42458,42459
2021-3-25 11:47:45,23.5634,120.4758,-0.6140000000000001,2,16.564999999999998,3.304,127.0,24.56,42466,42466,42465,42463,42465,42466
2021-3-25 11:47:50,23.5634,120.4758,1.9766666666666666,2,18.005,3.91,102.0,24.64,42471,42471,42470,42469,42470,42471
2021-3-25 11:47:53,23.5634,120.4758,-0.5066666666666666,2,18.256,6.833333333333334,129.0,24.47,42475,42475,42473,42473,42473,42475
2021-3-25 11:47:59,23.5634,120.475875,-2.6100000000000003,2,18.453999999999997,1.046,98.0,23.93,42482,42482,42479,42478,42479,42482
2021-3-25 11:48:3,23.5634,120.4759,-1.5750000000000002,2,16.674999999999997,0.9650000000000001,56.0,23.85,42485,42485,42484,42483,42484,42485
2021-3-25 11:48:7,23.5638,120.47622,-2.434,2,13.448,2.276,128.0,23.49,42489,42489,42488,42487,42488,42489
2021-3-25 11:48:12,23.5644,120.47673333333333,3.6566666666666667,5,10.28,8.158333333333333,128.0,23.14,42494,42494,42493,42492,42493,42494
2021-3-25 11:48:18,23.564433333333334,120.4768,3.9240000000000004,5,9.176,6.434,128.0,22.79,42500,42500,42499,42498,42499,42500
2021-3-25 11:48:24,23.5645,120.4768,1.988,5,10.886,7.23,128.0,22.79,42506,42506,42504,42503,42504,42506
2021-3-25 11:48:28,23.5645,120.4768,1.1075,5,10.95,7.4675,127.0,22.79,42510,42510,42509,42508,42509,42510
2021-3-25 11:48:33,23.5645,120.4768,2.648,5,10.826666666666666,8.464,127.0,22.96,42514,42514,42513,42512,42513,42514
2021-3-25 11:48:38,23.5645,120.47684285714286,3.182857142857143,5,11.175,8.922857142857143,76.0,23.14,42521,42521,42518,42518,42518,42521
2021-3-25 11:48:45,23.5645,120.4769,2.96,5,11.24,7.1066666666666665,129.0,23.14,42527,42527,42525,42524,42525,42527
2021-3-25 11:48:48,23.5645,120.4769,3.18,5,11.46,7.37,130.0,22.96,42528,42528,42528,42527,42528,42528
2021-3-25 11:48:51,23.5645,120.4769,2.5585714285714287,5,11.773333333333333,10.354285714285714,130.0,22.96,42531,42531,42530,42530,42530,42531
2021-3-25 11:48:58,23.5638,120.4779,-1.07,5,10.7425,6.53,127.0,22.96,42539,42539,42537,42536,42537,42539
2021-3-25 11:49:0,23.563785714285714,120.4779,-1.51,4,10.606666666666666,3.4,127.0,22.87,42541,42541,42541,42540,42541,42541
2021-3-25 11:49:7,23.5637,120.4779,1.4349999999999998,4,11.748,5.21,127.0,22.79,42549,42549,42546,42546,42546,42549
2021-3-25 11:49:11,23.5637,120.47794,-0.06749999999999999,4,12.705,3.3575,95.0,22.87,42553,42553,42552,42551,42552,42553
2021-3-25 11:49:16,23.563675,120.478,-0.4525,4,12.826,3.99,128.0,22.79,42557,42557,42556,42555,42556,42557
2021-3-25 11:49:20,23.5636,120.478,-0.07666666666666666,4,12.93,4.773333333333333,127.0,22.52,42562,42562,42560,42560,42560,42562
2021-3-25 11:49:26,23.5636,120.478,1.062,4,13.118,3.4659999999999997,129.0,22.7,42569,42569,42566,42565,42566,42569
2021-3-25 11:49:31,23.56358,120.478,1.8619999999999999,4,13.193999999999999,3.32,128.0,22.79,42572,42572,42571,42570,42571,42572
2021-3-25 11:49:36,23.563266666666667,120.47816666666667,3.414,4,13.128,4.944,128.0,22.79,42578,42578,42576,42575,42576,42578
2021-3-25 11:49:42,23.5628,120.4785,4.536666666666667,4,12.76,5.906666666666666,96.0,22.96,42582,42582,42581,42580,42581,42582
2021-3-25 11:49:44,23.5627,120.4785,1.55,4,12.790000000000001,3.56,96.0,23.23,42584,42584,42584,42583,42584,42584
2021-3-25 11:49:49,23.562675,120.4786,-3.3925,4,12.99,2.64,114.0,23.49,42590,42590,42589,42588,42589,42590
2021-3-25 11:49:53,23.5626,120.4786,-0.67,2,12.63,3.39,129.0,23.58,42593,42593,42593,42592,42593,42593
2021-3-25 11:49:58,23.5626,120.4786,-2.338,2,12.822000000000001,4.426,76.0,23.58,42600,42600,42599,42598,42599,42600
2021-3-25 11:50:4,23.56256,120.4786,0.17666666666666675,2,14.34,6.333333333333333,128.0,23.32,42606,42606,42604,42603,42604,42606
2021-3-25 11:50:9,23.5625,120.4786,2.0566666666666666,2,15.415,3.3866666666666667,128.0,23.14,42611,42611,42610,42608,42610,42611
2021-3-25 11:50:13,23.5625,120.4786,0.126,2,15.364,4.152,56.0,23.23,42614,42614,42613,42612,42613,42614
2021-3-25 11:50:17,23.5625,120.4786,-0.2600000000000001,2,15.16,5.216666666666667,128.0,23.49,42619,42619,42618,42617,42618,42619
2021-3-25 11:50:20,23.562475,120.4786,-2.44,2,15.370000000000001,5.17,131.0,23.49,42621,42621,42621,42620,42621,42621
2021-3-25 11:50:24,23.561799999999998,120.47793333333333,-0.07000000000000006,2,15.78,4.213333333333334,57.0,23.4,42626,42626,42625,42624,42625,42626
2021-3-25 11:50:27,23.56148,120.4776,-1.47,2,15.4975,3.58,131.0,23.05,42628,42628,42628,42627,42628,42628
2021-3-25 11:50:32,23.5614,120.4776,-2.322,2,15.188,5.6,128.0,23.05,42633,42633,42632,42631,42632,42633
2021-3-25 11:50:37,23.5614,120.47753333333334,0.17666666666666675,2,15.34,2.68,129.0,23.32,42639,42639,42637,42636,42637,42639
2021-3-25 11:50:40,23.5614,120.4775,-0.73,2,15.372,2.6,130.0,23.76,42640,42640,42640,42639,42640,42640
2021-3-25 11:50:44,23.5613,120.4775,-3.0275,2,15.75,2.8175,128.0,23.93,42646,42646,42645,42644,42645,42646
2021-3-25 11:50:49,23.56128,120.47748,0.18333333333333335,2,15.92,2.5733333333333333,102.0,23.85,42650,42650,42649,42648,42649,42650
2021-3-25 11:50:54,23.5612,120.4774,-2.7099999999999995,2,16.4825,1.9833333333333334,127.0,23.67,42656,42656,42655,42653,42655,42656
2021-3-25 11:50:58,23.561183333333332,120.4774,-9.414,2,16.093333333333334,2.028,102.0,23.67,42659,42659,42658,42657,42658,42659
2021-3-25 11:51:4,23.56074,120.47708,-2.91,2,16.1125,3.706,96.0,23.67,42666,42666,42663,42663,42663,42666
2021-3-25 11:51:9,23.5602,120.4766,-1.2750000000000001,2,16.53,2.8975,96.0,23.85,42669,42669,42668,42667,42668,42669
2021-3-25 11:51:12,23.56018,120.4766,1.358,2,16.470000000000002,2.562,129.0,23.76,42673,42673,42672,42671,42672,42673
2021-3-25 11:51:17,23.5601,120.47655714285715,-3.7357142857142858,2,16.645000000000003,2.3814285714285717,97.0,23.76,42680,42680,42677,42677,42677,42680
2021-3-25 11:51:24,23.5601,120.4765,-6.094285714285714,2,16.731428571428573,1.4585714285714286,128.0,23.85,42685,42685,42684,42683,42684,42685
2021-3-25 11:51:33,23.560119999999998,120.4765,1.2925,1,16.255000000000003,3.22125,122.0,24.29,42692,42692,42691,42690,42691,42692
2021-3-25 11:51:38,23.56,120.47646,-0.26999999999999996,1,16.985,3.41,128.0,23.76,42700,42700,42699,42698,42699,42700
2021-3-25 11:51:43,23.559974999999998,120.4764,0.7225,1,17.77,3.1525,127.0,23.67,42704,42704,42703,42702,42703,42704
2021-3-25 11:51:47,23.5599,120.4764,0.8675,1,17.875,2.545,77.0,23.76,42708,42708,42707,42706,42707,42708
2021-3-25 11:51:51,23.559849999999997,120.47605,1.05,1,17.685,2.1433333333333335,127.0,23.67,42712,42712,42711,42710,42711,42712
2021-3-25 11:51:55,23.5597,120.475,-7.119999999999999,1,17.055,1.8399999999999999,96.0,23.58,42716,42716,42714,42714,42714,42716
2021-3-25 11:51:59,23.5597,120.474975,-8.16,1,14.525,4.265000000000001,128.0,23.49,42720,42720,42718,42718,42718,42720
2021-3-25 11:52:3,23.55972,120.4749,-0.7614285714285713,3,12.916666666666666,5.842857142857143,129.0,23.4,42724,42724,42722,42722,42722,42724
2021-3-25 11:52:8,23.5598,120.47487142857143,-1.4616666666666667,4,14.350000000000001,3.638333333333333,98.0,23.23,42730,42730,42729,42728,42729,42730
2021-3-25 11:52:15,23.5598,120.4748,-2.2875,4,15.5,3.2775,128.0,23.23,42738,42738,42735,42734,42735,42738
2021-3-25 11:52:19,23.5598,120.4748,-1.7666666666666666,4,15.613333333333333,3.0,98.0,23.05,42740,42740,42739,42738,42739,42740
2021-3-25 11:52:22,23.5598,120.4748,0.42,4,15.71,3.48,128.0,23.23,42742,42742,42742,42741,42742,42742
2021-3-25 11:52:26,23.5598,120.4748,-0.816,4,15.898,3.022,129.0,23.23,42747,42747,42746,42745,42746,42747
2021-3-25 11:52:30,23.559942857142858,120.47491428571429,-0.812,4,16.0,3.42,130.0,23.14,42752,42752,42751,42750,42751,42752
2021-3-25 11:52:37,23.560333333333336,120.4752,-0.28,4,14.477500000000001,3.48,128.0,23.05,42758,42758,42756,42755,42756,42758
